,Unnamed: 0,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,position,Unnamed: 65
20,8865,Alec Burks,Colorado,B12,28,73.1,117.0,26.8,56.7,62.49,8.5,11.9,13.5,14.0,143,182,0.786,144,250,0.576,19,54,0.352,1.5,2.2,59.9,Fr,6-Jun,10,5.20061,133.805,3.5,2010,14778,all,61.4,0.875,103.0,160.0,41.0,90.0,0.6438,0.4556,20.0,20.0,1.0,12.0,107.773,103.123,2.46647,144.886,5.76966,6.04383,-0.274169,6.14104,30.5357,6.88621,-0.745175,2.0,3.0,5.0,1.75,1.1786,0.4286,17.4286,Wing G,3.62556
21,8935,C.J. McCollum,Lehigh,Pat,33,79.1,115.6,27.0,54.1,59.33,5.1,12.3,17.1,13.2,153,189,0.81,131,271,0.483,72,171,0.421,0.7,2.3,42.8,Fr,3-Jun,3,4.1886,122.657,1.8,2010,17390,all,9.8,1.19694996,57.0,89.0,74.0,182.0,0.6404,0.4066,7.0,8.0,0.875,10.0,100.137,104.864,2.37594,201.573,4.28034,5.38232,-1.10198,6.22539,31.8788,6.72617,-0.500785,1.3939,3.6061,5.0,2.3939,1.303,0.2121,19.1212,Wing G,9.24141
22,8958,Lamar Patterson,Pittsburgh,BE,11,7.6,84.3,16.3,35.4,39.35,4.6,8.5,7.2,18.2,6,11,0.545,1,13,0.077,5,11,0.455,4.9,1.8,45.8,Fr,5-Jun,21,-0.127478,80.6058,3.0,2010,18530,all,80.4,0.79999999,1.0,7.0,0.0,6.0,0.1429,0.0,0.0,0.0,,48.0,97.5385,95.0309,1.02904,17.5186,1.05414,-1.96892,3.02306,0.355701,9.6364,-1.71491,2.07061,0.3636,0.7273,1.0909,0.3636,0.2727,0.4545,2.0909,Wing G,6.56808
23,9977,Kevin Murphy,Tennessee Tech,OVC,30,75.0,97.9,28.4,51.2,55.28,2.3,15.9,13.2,22.2,112,153,0.732,149,288,0.517,32,97,0.33,0.7,1.9,39.7,Jr,6-Jun,55,2.13386,105.431,2.9,2011,4375,all,41.6,0.51961764,53.0,72.0,96.0,216.0,0.7361,0.4444,6.0,7.0,0.8571,47.0,101.175,104.271,2.35783,170.711,-1.92326,-1.16113,-0.762125,0.221543,30.3667,1.19723,-0.975687,0.5667,4.1,4.6667,1.7667,1.0333,0.2,16.8667,Wing G,5.99987
24,10022,Kris Joseph,Syracuse,BE,33,77.9,108.7,22.4,52.6,56.91,4.0,13.5,12.5,18.4,120,169,0.71,106,210,0.505,45,120,0.375,2.2,2.8,51.2,Jr,7-Jun,32,3.66331,117.825,2.3,2011,4748,all,88.6,0.95890785,75.0,104.0,31.0,106.0,0.7212,0.2925,27.0,30.0,0.9,51.0,95.0555,89.682,4.14734,202.059,5.52111,3.27559,2.24552,6.18332,32.3333,3.74285,2.44046,1.0606,4.1212,5.1818,2.1212,1.5152,0.6364,14.1515,Wing G,6.75381
25,10040,Malcolm Lee,UCLA,P10,33,79.5,110.4,19.5,49.7,55.31,2.6,7.8,12.9,15.3,112,144,0.778,102,191,0.534,39,132,0.295,0.6,1.2,44.6,Jr,5-Jun,3,3.33702,114.292,2.9,2011,5037,all,93.6,1.21815557,81.0,117.0,21.0,74.0,0.6923,0.2838,8.0,10.0,0.8,43.0,103.225,97.7746,3.31286,154.561,3.37672,3.00375,0.372973,2.51252,33.1212,1.73972,0.772795,0.697,2.3636,3.0606,2.0303,0.6364,0.2121,13.1212,Wing G,7.13763
26,10286,DeAndre Liggins,Kentucky,SEC,38,78.8,106.5,15.9,49.2,52.25,2.2,11.8,14.2,17.3,68,105,0.648,76,172,0.442,36,92,0.391,2.3,2.3,39.8,Jr,6-Jun,34,2.24478,105.463,3.1,2011,7228,all,93.4,1.74540555,42.0,73.0,34.0,99.0,0.5753,0.3434,6.0,8.0,0.75,53.0,95.8686,90.4115,3.99153,220.706,6.25092,2.90719,3.34373,4.90757,31.6053,1.1657,3.74188,0.5789,3.4474,4.0263,2.5263,1.2105,0.7368,8.6316,Wing G,4.61307
27,10399,Travis Leslie,Georgia,SEC,33,78.7,114.0,24.8,51.0,56.05,12.2,13.6,20.6,16.7,109,136,0.801,164,317,0.517,13,43,0.302,2.0,2.3,37.8,Jr,4-Jun,1,4.41856,125.394,2.4,2011,8206,all,79.2,1.36620961,119.0,173.0,45.0,144.0,0.6879,0.3125,43.0,47.0,0.9149,47.0,97.1049,93.3879,3.66211,192.479,8.53735,5.89549,2.64186,8.40951,32.1818,6.57447,1.83505,3.2121,3.9697,7.1818,2.9394,1.2121,0.6061,14.4242,Wing G,2.49589
28,10400,Jeffery Taylor,Vanderbilt,SEC,34,78.4,105.3,25.5,50.0,54.42,6.5,12.8,16.2,18.6,120,167,0.719,132,268,0.493,39,113,0.345,1.7,1.9,43.8,So,7-Jun,44,3.53606,117.422,3.1,2011,8208,all,90.6,0.91953261,92.0,154.0,40.0,114.0,0.5974,0.3509,39.0,43.0,0.907,31.0,98.9455,94.7594,3.50045,199.354,5.25319,3.83743,1.41576,4.2385,31.7059,3.4397,0.798797,1.6765,3.8529,5.5294,2.3529,1.0294,0.5588,14.7353,Wing G,6.1667
29,10539,Jimmy Butler,Marquette,BE,37,86.3,122.0,21.2,51.6,58.67,8.2,12.0,13.2,11.6,188,240,0.783,167,324,0.515,20,58,0.345,1.1,2.4,62.8,Sr,6-Jun,33,5.34463,129.53,1.5,2011,9284,all,,1.59253177,106.0,158.0,61.0,166.0,0.6709,0.3675,17.0,17.0,1.0,30.0,101.483,95.5339,3.76171,229.305,8.14842,6.26759,1.88083,8.54764,34.6486,6.89473,1.65292,2.4324,3.6486,6.0811,2.3243,1.4324,0.3514,15.7297,Wing G,2.6294
