,pick,mp,oreb,dreb,treb,ast,stl,blk,pts
15187,,30.3929,1.1071,2.9643,4.0714,2.25,1.5714,0.3571,7.5
15188,,30.16,2.96,3.8,6.76,1.08,1.64,0.08,18.96
15191,,31.2432,0.7568,3.027,3.7838,4.5676,2.0,0.0541,10.8919
15193,,36.2,0.2667,2.4667,2.7333,2.3333,0.5667,0.0333,13.6
15194,,32.9706,0.6471,2.1765,2.8235,4.2647,1.1176,0.0,13.4412
15200,,31.8333,0.9667,2.1667,3.1333,1.9,1.6667,0.1333,17.3667
15201,,30.871,0.4516,1.9677,2.4194,4.6129,0.9032,0.0,7.1935
15203,24.0,34.2727,0.7879,3.0909,3.8788,2.1212,0.4848,0.303,14.6364
15207,,35.6667,1.8148,3.5185,5.3333,3.2593,1.7778,0.4444,12.8519
15208,,33.7586,2.7241,4.4483,7.1724,1.1034,0.931,0.4828,6.069
15228,11.0,31.9143,2.4,5.8286,8.2286,1.0571,0.2,0.0857,22.8857
15260,,31.2333,2.6333,5.0667,7.7,2.6,1.0667,0.4667,13.1667
15263,,30.9286,0.4643,1.5714,2.0357,3.0357,0.8929,0.0,13.0
15267,,31.6207,1.2069,4.1379,5.3448,2.931,1.0345,0.4483,15.2414
15280,,30.8966,1.0,4.1034,5.1034,2.0345,0.5172,0.1724,8.3103
15286,,33.9032,0.9677,2.8065,3.7742,3.4516,1.4516,0.2258,11.0645
15287,,35.7353,1.0,3.5,4.5,2.2353,1.0294,0.5882,15.5
15296,,34.7273,0.8182,4.8788,5.697,1.6667,0.9091,0.3636,9.5152
15298,,31.1471,0.2941,2.5294,2.8235,2.2647,0.7059,0.2647,14.0
15299,,38.0,0.6,2.9333,3.5333,4.6,0.8667,0.1,13.3333
15306,,31.9655,0.5517,2.2069,2.7586,0.8276,0.4483,0.0,8.8966
15308,,30.6296,1.0741,4.1481,5.2222,3.5185,0.4815,0.2593,12.8889
15309,,34.3333,0.3333,2.3704,2.7037,3.8148,1.1852,0.0741,17.4815
15312,,35.4545,0.8485,1.5455,2.3939,2.5758,1.0606,0.0303,10.5758
15314,,33.6061,3.2121,5.7879,9.0,0.9697,1.0,1.1515,18.303
15319,,30.5938,0.6562,3.1875,3.8438,3.5625,1.2812,0.0625,14.1875
15322,,33.0,0.4483,2.4828,2.931,5.4138,1.069,0.069,11.3793
15325,,34.5357,2.75,6.1786,8.9286,1.7143,2.1071,1.4286,18.9643
15338,42.0,31.225,0.375,2.325,2.7,1.5,0.475,0.05,13.725
15353,,31.3,2.0,6.7,8.7,0.9,0.6667,0.9,12.0667
15357,,30.9667,1.9,4.6,6.5,1.5333,0.9333,0.6667,12.3667
15358,,31.4118,0.9412,4.1471,5.0882,1.1765,0.4412,3.5294,10.9412
15364,,30.9688,0.9375,4.9062,5.8438,4.75,1.75,0.2812,10.875
15369,,30.6562,0.25,2.8438,3.0938,2.5312,1.3125,0.5,12.5938
15370,,31.0,1.5625,1.7188,3.2812,1.8125,1.5938,0.1562,13.375
15375,,33.9167,1.2917,2.0833,3.375,4.2083,0.9167,0.0833,8.7917
15377,,37.3871,0.6129,2.8065,3.4194,0.6774,0.5484,0.0645,12.0645
15385,34.0,32.9429,2.0,6.4,8.4,2.0857,2.5143,1.0,17.5429
15389,,31.0,2.6071,6.3214,8.9286,1.7143,1.1429,0.4286,16.7857
15390,,30.9231,0.3846,2.6923,3.0769,1.3077,0.6923,0.3846,8.0385
15391,,33.5,0.3667,4.3,4.6667,3.6667,1.6,0.1333,7.5
15410,,37.9375,0.7188,2.5,3.2188,4.0625,1.3438,0.0625,12.0625
15414,,32.6897,0.3448,1.8621,2.2069,4.2069,1.0,0.0,7.1034
15417,,35.5625,0.6875,3.375,4.0625,1.75,0.75,0.3438,18.8438
15422,,32.6071,0.7143,2.5714,3.2857,1.5357,0.9286,0.2143,14.0
15427,,30.3548,0.3871,2.2581,2.6452,2.1935,0.7097,0.3871,14.5806
15428,,34.5161,2.2581,4.7097,6.9677,1.0968,0.8387,0.5806,16.0645
15432,,34.3243,0.5135,1.7568,2.2703,2.0811,0.5135,0.0541,14.6216
15435,,36.0476,2.5714,5.2381,7.8095,1.9048,1.381,0.381,16.381
15449,46.0,33.9355,1.129,2.7419,3.871,2.5484,0.9355,0.5484,16.4839
15462,,32.7778,0.9259,2.7778,3.7037,1.7407,0.963,0.1111,16.8889
15466,,31.2581,0.7419,1.5161,2.2581,1.0645,0.3226,0.1935,11.0968
15469,,32.8846,1.4231,3.4615,4.8846,2.9615,1.6923,0.0385,10.0769
15472,,30.5833,2.4722,6.1667,8.6389,5.1111,1.6944,0.1944,4.6389
15476,,32.4286,1.0357,2.3214,3.3571,1.2143,2.6071,0.1429,14.2143
15477,,30.2667,2.4,4.9,7.3,2.9667,1.2333,1.3333,10.4667
15501,,31.8571,0.5714,1.6429,2.2143,2.8571,1.6786,0.0,11.9643
15503,,30.0345,2.2414,4.1724,6.4138,1.1379,0.6897,1.3448,13.4138
15505,,30.8667,0.8,2.4,3.2,4.8,1.0667,0.2,15.1333
15511,,35.8,0.4333,2.5,2.9333,3.1667,1.3667,0.2667,13.2333
15522,,30.4516,0.5484,2.0968,2.6452,4.7419,1.5806,0.0968,14.5484
15523,,32.0968,2.4516,4.9355,7.3871,0.7742,0.8065,1.0968,17.4516
15524,,31.2812,0.5625,2.9688,3.5312,2.8438,1.75,0.5,8.9062
15525,,33.5312,0.5312,2.9375,3.4688,4.0312,1.875,0.1875,13.375
15528,,36.3793,1.3448,2.8621,4.2069,2.2759,0.9655,0.3448,13.7241
15546,,31.8571,0.6071,3.1786,3.7857,2.9643,0.8571,0.1786,8.75
15548,,32.2857,0.25,1.6429,1.8929,2.9286,1.0357,0.0,9.4286
15557,,32.7308,0.8077,3.1923,4.0,2.2692,1.7308,0.8462,18.5385
15561,,30.8077,2.0769,4.6923,6.7692,1.3462,0.8462,0.7692,11.3077
15567,,32.6333,2.1,5.3,7.4,1.5333,0.7333,0.1667,16.9667
15575,13.0,33.0,0.1667,2.4444,2.6111,9.75,1.1944,0.1667,8.1389
15581,,31.0357,0.4643,2.6786,3.1429,6.1071,0.8571,0.1429,11.6786
15583,,32.2941,0.8235,3.9412,4.7647,0.7647,1.7059,0.2941,15.6471
15584,,31.7059,0.3235,2.3529,2.6765,1.7059,0.7059,0.0882,10.8824
15586,,35.6786,1.25,4.2857,5.5357,1.0,0.4643,0.4643,17.0357
15591,,36.6129,0.6452,2.3871,3.0323,1.2258,1.1613,0.129,17.7097
15604,,37.2121,1.1212,3.9091,5.0303,4.0303,1.2727,0.0606,13.3333
15605,,33.1481,0.2963,2.7407,3.037,1.2593,0.7037,0.037,11.1111
15610,,36.2571,0.6571,2.6,3.2571,1.2,0.8,0.1143,16.3143
15611,,30.0303,0.7879,2.6061,3.3939,4.0909,1.303,0.1515,12.0606
15618,,34.7333,0.7333,4.6,5.3333,3.7333,1.1333,0.6333,13.5333
15626,,32.1818,0.2121,2.8182,3.0303,2.3939,1.0606,0.1212,7.4242
15643,,30.7838,0.4595,2.4054,2.8649,3.8919,1.1622,0.4054,11.3514
15657,,38.5625,0.4375,2.0938,2.5312,2.25,1.0,0.1562,14.2812
15667,,35.0294,0.5,2.8529,3.3529,3.9706,1.7059,0.1765,13.2353
15671,41.0,30.3333,1.7667,6.1333,7.9,1.3667,0.7667,0.5667,17.3333
15686,,31.7931,2.7241,4.8621,7.5862,0.6897,0.8621,3.8276,11.1724
15696,,35.0333,0.6,3.1,3.7,4.7333,1.5333,0.1,15.9333
15701,,30.1765,0.7647,1.8529,2.6176,2.4412,1.2647,0.2059,13.2059
15712,,30.4483,1.1034,4.2069,5.3103,1.3103,0.8276,0.5172,10.1034
15716,,34.7778,0.4074,2.6296,3.037,1.8148,0.7778,0.1111,14.4815
15718,,34.6757,0.2432,3.2162,3.4595,4.2432,1.2973,0.2162,11.5676
15728,,31.8387,0.7742,2.4516,3.2258,1.8065,1.6129,0.2258,12.3226
15731,,37.1875,1.0938,2.875,3.9688,4.7188,1.75,0.0,16.4062
15733,,31.2941,0.4118,3.5882,4.0,2.2059,1.8824,0.3529,15.3824
15751,,33.1613,0.4516,1.7742,2.2258,1.7742,1.7419,0.1613,11.5484
15753,,31.7241,0.2759,2.2069,2.4828,2.8966,1.5862,0.0345,10.5517
15755,,33.6897,0.3793,2.3793,2.7586,2.1034,0.8276,0.1034,16.6207
15758,11.0,31.8125,2.2812,5.9062,8.1875,1.3438,0.4688,1.875,13.5625
15764,,32.5,3.5714,5.5,9.0714,0.8571,0.3929,0.8929,15.0714
15766,,30.4286,2.6,4.8571,7.4571,1.2857,0.3714,0.5714,12.2286
15775,,32.7,3.0667,6.3,9.3667,1.8667,1.7,1.3667,14.1333
15778,,32.2333,0.7667,3.1333,3.9,2.5,0.9,0.2333,19.3
15781,,30.5,2.8438,4.0938,6.9375,1.375,1.5,0.5,11.5625
15782,,38.1562,0.375,2.2812,2.6562,3.4688,1.75,0.0312,13.0
15789,33.0,30.2812,0.9062,2.9688,3.875,1.7188,0.7188,0.375,11.3125
15791,,32.25,1.1,3.35,4.45,2.6,1.15,0.0,13.0
15795,,34.0833,0.8611,3.3611,4.2222,1.8611,0.6944,0.0833,7.6389
15801,,30.6667,0.9333,5.7667,6.7,2.6333,1.2333,0.0667,15.6333
15811,26.0,30.4706,3.0588,7.9412,11.0,1.2059,1.3529,1.8824,11.5882
15815,36.0,34.0882,1.0588,3.5,4.5588,3.9118,1.5,0.2059,15.3824
15816,10.0,33.6765,1.4706,5.0882,6.5588,3.5294,2.6176,0.5588,22.3529
15823,,31.7241,4.2759,6.3793,10.6552,1.7241,0.8621,0.2069,9.5517
15831,,32.9118,0.3824,2.1765,2.5588,4.1176,1.0882,0.3529,14.8235
15835,,32.8667,0.3333,2.2667,2.6,2.5,0.8667,0.0667,17.2
15848,,30.5,2.1875,4.375,6.5625,0.5938,0.5938,0.8438,11.125
15852,,31.6765,1.2941,2.0882,3.3824,2.5882,1.2647,0.0882,12.8824
15855,,34.6333,0.6,3.4333,4.0333,3.7333,1.6333,0.0667,13.3333
15859,,32.1795,0.5641,2.6667,3.2308,4.641,2.5128,0.1795,8.8462
15864,,35.3103,0.4828,2.7586,3.2414,3.9655,2.3448,0.2759,16.931
15865,,34.6552,0.5862,2.6552,3.2414,3.069,0.8621,0.069,12.7241
15879,,32.1071,0.6786,3.3214,4.0,2.6071,0.5357,0.1429,15.2143
15880,52.0,34.2703,0.7568,3.7838,4.5405,6.3243,1.8108,0.5405,12.7027
15883,,33.8125,0.75,3.9062,4.6562,2.1875,1.5,0.3438,22.0312
15885,,30.7097,0.3226,2.2258,2.5484,1.2258,0.5806,0.5484,6.6129
15887,,31.1818,0.4242,1.697,2.1212,2.7576,0.7879,0.1818,9.2727
15888,,30.9412,3.1176,7.9118,11.0294,1.2647,1.1471,0.9706,13.7353
15891,,32.1143,0.3714,2.9143,3.2857,6.3714,2.1143,0.0571,10.3143
15893,,30.8621,0.4828,2.3793,2.8621,3.2414,1.5862,0.1724,7.6207
15896,,32.25,0.5357,1.5,2.0357,2.7143,1.3214,0.0,10.1429
15897,,31.3824,0.1765,2.0588,2.2353,2.7059,1.6471,0.0,12.2059
15898,,30.5758,2.6364,4.4242,7.0606,0.3636,0.5758,3.5152,10.6364
15917,,34.4706,0.3824,2.1765,2.5588,7.3235,0.9118,0.0,9.5882
15919,,31.2727,2.4545,3.7273,6.1818,0.6061,0.5455,0.8788,11.5758
15922,,35.4286,0.5357,3.3214,3.8571,2.8214,1.2143,0.1429,11.6429
15925,,32.6562,0.5312,2.9062,3.4375,1.9375,0.7188,0.0938,21.5625
15933,,32.125,0.375,2.3125,2.6875,3.5625,1.0938,0.2812,9.7812
15948,,31.3929,0.4286,2.9286,3.3571,1.5,0.7857,0.2143,11.8571
15954,,30.9565,0.6087,1.9565,2.5652,7.087,1.1304,0.0435,4.4783
15957,,34.129,3.1935,7.5484,10.7419,2.2258,1.5161,0.5806,14.871
15959,,31.6765,0.7647,2.6765,3.4412,1.0882,0.7647,0.0882,10.0588
15964,21.0,30.3514,3.1351,6.0541,9.1892,1.2432,1.1622,1.0541,17.4865
15969,12.0,37.2353,0.9412,3.9412,4.8824,1.7059,1.2353,0.6176,17.7353
15970,58.0,31.3846,2.5641,2.7949,5.359,0.8974,0.3846,0.2308,15.8718
15971,,30.9231,1.5897,2.6154,4.2051,1.7692,1.1795,0.1795,8.5128
15982,,34.4242,0.5758,1.7273,2.303,2.8485,1.7879,0.0606,13.1212
15994,,33.069,0.5172,3.2759,3.7931,4.6207,1.2414,0.2759,9.8966
15996,,32.1613,0.5806,1.9677,2.5484,3.6774,1.0323,0.1613,11.1935
15999,,31.2414,2.4483,5.0,7.4483,1.3793,1.1379,1.5172,9.6207
16001,,30.6875,3.625,5.875,9.5,0.8125,0.8125,1.0,15.8125
16004,,31.5806,0.2258,2.0645,2.2903,2.2581,0.7419,0.0,12.6452
16005,,31.1875,1.3125,4.2188,5.5312,1.4688,0.6875,0.4375,12.9375
16008,,31.5172,0.3793,2.0345,2.4138,3.5862,0.6897,0.0,6.931
16009,,33.7857,0.6786,1.8214,2.5,4.0,1.1071,0.3929,11.9643
16019,33.0,32.931,1.1379,2.8966,4.0345,1.3103,1.1034,0.7586,10.5172
16027,,34.5135,1.4054,3.1622,4.5676,2.1081,1.3243,0.3243,14.2703
16032,,32.8235,2.6176,4.7353,7.3529,1.6471,1.5588,0.8235,13.1176
16040,,33.4231,0.2692,3.0769,3.3462,1.9615,0.9231,0.3077,13.7692
16042,,34.5333,1.8,2.7,4.5,1.8333,1.3667,0.2667,17.4667
16053,,34.5,0.5625,2.3125,2.875,4.5,1.3125,0.0312,13.5938
16061,,31.5769,3.0,4.6538,7.6538,0.8846,0.4231,1.3462,12.6154
16068,28.0,30.9062,2.6875,5.0312,7.7188,1.2812,0.875,0.5938,13.7188
16077,,32.7419,0.6774,2.2581,2.9355,2.1935,0.7742,0.0645,11.9677
16083,44.0,31.1562,0.9688,4.1875,5.1562,2.3438,1.25,0.5312,10.2812
16103,,34.2727,1.5152,3.0606,4.5758,2.1212,1.1818,0.0606,15.0606
16104,,30.1212,0.6061,1.7273,2.3333,2.1212,1.3939,0.0,10.3939
16109,24.0,35.0294,0.6765,2.8529,3.5294,5.8235,1.6471,0.2647,12.9706
16131,,31.2812,0.5938,2.4375,3.0312,2.75,2.0,0.0938,11.9688
16137,,35.55,1.05,2.5,3.55,5.85,1.4,0.0,13.3
16150,21.0,32.8,3.45,5.625,9.075,1.05,1.175,3.2,9.1
16151,,30.2903,2.6774,5.9677,8.6452,1.4839,0.9355,2.3548,15.6774
16158,31.0,34.0588,0.9412,4.7647,5.7059,2.0882,0.5294,0.5882,15.1765
16167,,30.3784,2.5676,3.4595,6.027,1.973,0.973,0.6216,9.3243
16172,,32.5333,3.2,5.7333,8.9333,1.1,0.6667,0.4667,9.0
16180,,32.4643,1.3929,2.75,4.1429,1.5,0.75,0.0,8.25
16183,,34.1667,0.8667,3.3,4.1667,5.3333,2.7,0.2333,11.3
16194,,34.4737,1.2632,3.5789,4.8421,3.5263,1.1053,0.1053,11.4211
16196,8.0,31.0857,1.3714,5.0571,6.4286,1.4,1.2571,0.9429,16.4
16205,,32.7308,0.4231,2.5769,3.0,3.8077,1.4231,0.0769,9.5
16212,,31.9091,0.7576,2.7879,3.5455,3.0606,1.8182,0.0606,9.0303
16236,,34.3125,1.0312,4.4062,5.4375,1.8125,0.9375,0.4375,18.4375
16243,50.0,31.6786,3.0,5.0714,8.0714,0.8571,0.8214,2.9286,13.3929
16244,40.0,35.3143,2.0,5.9714,7.9714,2.8857,1.4286,0.7143,18.0286
16257,,33.5588,1.5588,4.6471,6.2059,1.2647,3.0,0.4412,12.5
16258,,30.7667,3.0667,6.2,9.2667,1.0667,0.6333,1.7333,14.0
16272,,31.7333,3.0667,5.6,8.6667,0.9,0.4,0.0667,13.1667
16275,,30.1935,0.8387,2.3226,3.1613,2.8387,1.0,0.0323,8.9677
16278,,34.1071,0.5714,2.6429,3.2143,5.3571,0.8214,0.3571,13.8929
16284,,31.3514,1.1351,3.2973,4.4324,2.0811,1.2162,0.4324,8.3243
16285,,32.6207,0.5172,3.069,3.5862,2.3448,0.931,0.0,14.2759
16298,,31.6774,0.4516,1.6452,2.0968,3.3548,1.2258,0.0645,13.3871
16303,,35.75,0.4722,2.6389,3.1111,4.8056,0.8889,0.3611,13.7222
16314,,30.4839,2.9032,3.4839,6.3871,1.7419,0.9355,0.3548,12.1935
16319,,33.2188,0.1562,2.75,2.9062,2.0625,1.0938,0.0625,10.75
16324,,32.3333,0.3611,2.6111,2.9722,4.2778,0.75,0.1944,12.4722
16325,,30.7,0.6,1.9333,2.5333,4.7667,1.7667,0.0333,9.4
16331,,30.0312,2.3438,5.3438,7.6875,1.5312,1.25,1.1562,16.4688
16340,,30.9032,1.6129,2.4516,4.0645,2.0645,1.9355,0.129,12.1613
16345,,30.4286,1.8571,2.5,4.3571,1.2143,1.3571,0.2857,12.5
16346,,38.5185,1.0741,2.6667,3.7407,0.7407,0.8519,0.5185,13.3333
16347,,32.1481,0.963,3.4074,4.3704,3.5185,1.5926,0.3333,9.8148
16349,,30.5,0.5357,2.3571,2.8929,2.9643,1.1786,0.1071,10.9286
16354,,35.8571,0.5714,3.7143,4.2857,5.25,1.1071,0.0,13.2857
16370,,30.4595,0.5676,2.6486,3.2162,2.0541,1.1351,0.0541,13.8378
16377,,31.4286,2.0,3.4643,5.4643,3.3929,1.25,0.5357,13.5
16419,,36.3636,0.7273,2.5455,3.2727,4.0909,2.0,0.0,13.0
16420,,30.8621,1.9655,5.4483,7.4138,1.5517,0.4483,1.4138,12.7586
16423,,33.3548,0.7097,3.1613,3.871,1.0323,1.0323,0.0,12.4839
16440,,35.3125,1.2812,2.5938,3.875,2.0625,1.625,0.25,17.0
16444,,34.3125,0.2188,2.0625,2.2812,3.2188,1.3438,0.0312,6.5938
16453,,31.0312,0.5312,2.3438,2.875,2.375,1.4688,0.125,11.3438
16457,23.0,32.8125,0.9688,3.8125,4.7812,2.0,0.4062,0.4375,10.25
16501,,30.1667,0.1,1.6667,1.7667,1.9,0.7667,0.0333,8.8667
16506,,31.8929,0.6429,2.8929,3.5357,1.5,0.7857,0.3929,13.7143
16509,,30.9333,0.5667,2.7,3.2667,1.9333,0.7,0.1667,7.5
16563,,30.1786,1.2143,2.4286,3.6429,3.4286,2.5714,0.3929,7.1786
16577,,35.2424,0.4848,2.1212,2.6061,3.6667,0.8788,0.2424,8.3333
16589,,31.5484,0.5484,2.4194,2.9677,5.9677,0.9032,0.0645,6.6774
16592,,31.2143,1.8214,2.5714,4.3929,1.7143,1.1429,0.0357,13.6429
16632,,31.7143,1.0,1.9643,2.9643,3.9643,0.6786,0.0714,13.7143
16636,,30.4483,0.3103,2.3448,2.6552,3.1724,1.2414,0.0,10.1379
16652,,34.0968,2.9355,3.5806,6.5161,2.4194,1.5484,0.871,9.2258
16657,,31.7188,2.125,3.625,5.75,3.125,1.3125,0.3438,21.5312
16673,,31.3571,1.6071,3.9286,5.5357,1.1786,0.5714,0.2857,8.6071
16683,,32.8235,2.8235,5.2647,8.0882,1.8235,1.5882,0.3235,16.1471
16690,,31.4545,0.5455,2.1515,2.697,3.7273,1.303,0.0303,12.1212
16715,43.0,30.1724,0.6897,2.8621,3.5517,2.3103,0.8966,0.2069,10.9655
16721,,31.5161,0.5161,2.6452,3.1613,5.3871,0.871,0.1613,3.8065
16753,,33.9412,3.4118,7.4412,10.8529,1.5588,0.7941,0.3824,18.6765
16762,,34.7,0.5667,3.3333,3.9,4.5667,1.1333,0.3333,13.0333
16764,,30.56,0.44,1.96,2.4,1.04,0.92,0.12,10.0
16781,51.0,30.1935,2.5806,4.7419,7.3226,0.9032,0.5806,1.0,12.871
16822,,31.0714,1.0714,3.9286,5.0,2.1071,1.1786,0.1786,12.1429
16824,,33.6207,0.4483,3.1034,3.5517,3.3448,1.6897,0.0345,14.7586
16827,,31.0,1.52,4.2,5.72,0.8,0.84,0.44,12.68
16882,,35.8077,1.4615,4.4231,5.8846,1.5385,0.6154,0.1538,11.4231
16905,27.0,35.7667,3.6667,6.8,10.4667,1.1667,0.8333,0.7667,16.4
16906,,31.6364,0.2424,2.4545,2.697,3.3636,1.2121,0.0606,13.6364
16910,58.0,32.2286,1.5714,5.6,7.1714,1.8857,0.6571,1.2,16.3714
16912,15.0,36.0938,2.75,5.875,8.625,1.4688,1.5938,1.4062,15.5312
16929,,36.9355,0.2581,1.3548,1.6129,3.7097,1.1613,0.0968,13.3871
16936,25.0,30.3429,2.2857,2.7429,5.0286,3.7143,1.8857,0.3714,15.9714
16956,,31.4828,0.7931,2.4828,3.2759,0.7931,1.069,0.069,9.6897
16959,8.0,32.125,1.4062,3.7812,5.1875,1.2188,1.8125,0.3438,13.1875
16968,,33.0,4.5312,5.5625,10.0938,0.5312,1.125,2.4062,12.5
16984,,30.9,0.4667,2.8667,3.3333,1.6667,1.4667,0.0667,10.4
16991,,34.1875,1.875,3.4375,5.3125,1.5,0.875,0.4688,12.4688
17002,,30.7037,1.6296,3.963,5.5926,2.0,1.4815,0.1852,9.5926
17004,,30.2667,0.3667,2.8667,3.2333,3.6667,1.3667,0.1,11.4333
17007,,31.2121,0.8485,2.7576,3.6061,3.7879,2.0909,0.1515,8.9091
17029,,30.6129,0.3226,2.871,3.1935,2.3226,0.4839,0.0323,11.6452
17034,,31.4333,0.9667,2.3333,3.3,4.6,1.0333,0.2,6.5
17037,9.0,36.6364,0.6364,2.8182,3.4545,4.7273,0.9091,0.3939,15.1818
17043,,31.0,0.5357,2.7857,3.3214,3.3571,0.6429,0.1786,11.9286
17060,,32.4516,0.2581,1.9032,2.1613,2.0,0.8387,0.2258,7.6452
17063,,34.7241,0.3448,1.6207,1.9655,3.6207,1.1724,0.069,17.931
17069,,30.6129,0.6129,2.2903,2.9032,0.7742,0.4839,0.2581,8.9032
17089,,33.871,0.2903,3.2581,3.5484,2.1935,1.0,0.2258,13.6452
17097,,32.6774,0.129,1.9032,2.0323,5.1935,1.6452,0.2581,9.0
17102,,30.8824,0.3235,2.3824,2.7059,2.7647,1.3529,0.1471,9.3824
17149,,31.0,0.5625,3.6875,4.25,4.1875,2.25,0.1875,15.25
17152,,35.3214,0.6429,3.1071,3.75,3.25,1.3571,0.1429,16.7143
17165,,32.1667,1.2667,2.7667,4.0333,0.9,1.0,0.1,14.4667
17178,,36.7333,0.7667,2.2667,3.0333,2.9,1.7,0.0667,12.3
17183,,30.5926,1.4074,3.5926,5.0,1.5556,0.5926,0.3704,13.4444
17199,59.0,33.8065,0.4839,2.7419,3.2258,4.129,0.9677,0.2258,10.0968
17211,10.0,33.2059,0.6176,2.7647,3.3824,2.0882,0.9706,0.0294,15.5
17256,,31.3636,2.4242,7.7879,10.2121,2.303,1.9394,1.0606,14.1818
17268,,31.6667,2.1667,3.9333,6.1,0.8333,0.6,0.2,12.6667
17269,,30.8125,0.5,2.625,3.125,4.4062,1.1875,0.0938,12.7812
17271,3.0,34.2432,1.3514,5.3784,6.7297,2.2432,1.3784,0.8378,14.7568
17282,,32.0769,0.7692,2.0769,2.8462,1.7692,1.0,0.0385,8.5385
17314,,30.3871,0.871,2.2581,3.129,3.5484,0.8065,0.0,8.7097
17338,,32.375,2.875,3.6562,6.5312,1.0,1.3438,0.4688,14.5625
17343,,30.5588,0.6471,2.3529,3.0,5.1765,1.2941,0.0588,9.5882
17368,,30.9643,1.5714,2.6071,4.1786,2.6786,1.0,0.3929,10.3571
17379,16.0,31.5294,2.5,6.7941,9.2941,5.0,1.1765,0.9412,13.4118
17381,,34.9667,1.3,2.9667,4.2667,2.7667,1.0333,0.0333,16.9667
17389,2.0,31.125,2.575,4.85,7.425,1.875,0.975,0.925,11.9
17391,1.0,32.025,2.975,7.4,10.375,1.25,1.35,4.65,14.175
17392,29.0,32.575,0.425,2.1,2.525,4.775,0.925,0.275,10.025
17393,,35.1071,1.8929,5.4643,7.3571,1.7143,2.25,0.5714,16.3929
17395,,31.4375,0.8125,1.8125,2.625,2.9688,1.25,0.1562,7.5625
17416,,31.4815,1.2593,3.5926,4.8519,2.9259,1.037,0.6296,13.037
17472,,33.5517,0.4483,2.1379,2.5862,2.9655,1.5517,0.069,10.7241
17490,,31.5333,1.8333,4.3,6.1333,2.5333,0.6333,0.5667,13.5
17503,,33.5714,1.0357,4.3929,5.4286,2.5357,1.1786,0.5357,14.1429
17511,,30.6154,2.6923,4.1923,6.8846,1.0,0.9615,0.0769,14.7692
17523,,32.1429,0.4286,2.6071,3.0357,3.6071,1.1429,0.1071,13.8571
17555,,34.0323,0.7097,2.7419,3.4516,1.5806,0.9032,0.3871,11.2258
17558,,30.069,0.2069,2.1379,2.3448,1.1379,1.069,0.0,10.069
17569,,35.1111,0.1389,4.1667,4.3056,3.3889,0.7222,0.1389,16.8333
17577,,37.2188,2.75,5.8125,8.5625,1.125,1.0,1.0312,14.2812
17591,,32.5333,0.3,2.2667,2.5667,3.2667,1.3,0.1333,15.3667
17597,,30.2759,0.8966,4.2414,5.1379,2.3793,0.7241,0.1034,11.6552
17607,,31.56,0.36,2.4,2.76,2.72,0.84,0.0,11.28
17608,,32.2727,0.5152,1.9091,2.4242,1.5455,0.5758,0.0303,12.5152
17664,42.0,31.1081,0.8649,1.973,2.8378,5.9189,1.8108,0.0811,13.9459
17667,,31.7143,0.6786,1.9643,2.6429,2.6429,0.8214,0.0714,11.7857
17687,,36.6765,0.4118,3.2353,3.6471,4.8824,1.5294,0.0882,17.5
17721,,32.1765,0.3529,2.0882,2.4412,4.9118,1.0,0.1471,11.5588
17749,,31.3214,2.0357,4.3571,6.3929,1.6429,1.0357,0.5,14.7857
17768,,31.8966,0.5172,1.7586,2.2759,2.6897,1.8276,0.0345,12.4138
17796,,30.12,0.64,2.68,3.32,4.0,1.16,0.24,10.4
17834,,36.6364,1.2273,1.5455,2.7727,2.5909,1.0909,0.1818,15.6818
17836,,33.6923,0.1538,2.0,2.1538,7.0385,1.0,0.0,8.0
17848,,31.75,0.4375,2.0625,2.5,2.75,0.875,0.4375,17.8125
17882,,34.5357,0.2143,2.7143,2.9286,4.5,1.0,0.0714,6.5714
17898,,30.8387,2.0645,4.5484,6.6129,2.129,1.129,0.1935,12.1613
17934,,31.0323,2.8387,6.2581,9.0968,1.4839,1.2258,1.4839,12.129
17937,,30.9706,0.7941,2.9706,3.7647,2.3235,1.0,0.1176,13.7353
17946,19.0,36.2353,0.5294,2.3235,2.8529,4.9706,1.2941,0.1765,12.2941
17954,,33.2857,1.8286,4.9143,6.7429,2.0571,0.7429,0.2571,11.7714
17971,,34.9643,2.5,5.6071,8.1071,2.0714,1.3571,0.5357,12.5357
17983,,30.6667,0.4545,1.9091,2.3636,1.6061,0.9697,0.0606,13.303
17986,,33.2903,0.5484,4.0968,4.6452,3.4839,1.5161,0.2581,14.129
18020,,30.4483,0.2759,2.0,2.2759,0.6552,0.5862,0.0345,9.5862
18026,,32.6154,1.3077,3.6154,4.9231,3.3077,1.4615,0.0769,13.6923
18029,,30.5862,1.8966,5.1379,7.0345,2.5517,1.0,0.2759,11.1724
18043,,30.3704,2.6296,4.8889,7.5185,0.8889,0.6296,1.1481,9.9259
18052,,31.3667,1.4333,2.8667,4.3,1.0,0.6667,0.6,13.8
18058,,30.5769,0.6923,1.9615,2.6538,2.2308,1.3077,0.0,11.8846
18061,,33.931,0.4483,2.4138,2.8621,2.3793,1.3448,0.1379,14.5172
18062,,32.6429,0.4286,2.5714,3.0,0.9286,0.6071,0.0,11.4643
18079,,30.3214,0.3571,2.6786,3.0357,0.6071,1.1786,0.1429,10.2143
