,pick,mp,oreb,dreb,treb,ast,stl,blk,pts
35345,,30.7667,0.4,1.7667,2.1667,2.1667,0.9333,0.0333,16.3
35360,,33.1379,0.5862,1.8621,2.4483,2.2414,1.4138,0.0345,12.6552
35381,,33.0345,1.4828,3.1724,4.6552,1.1379,0.7586,0.069,16.6207
35393,,31.9,0.8333,1.5667,2.4,5.6667,1.4333,0.0333,12.7
35403,,31.0312,2.4062,5.4375,7.8438,1.3438,1.5938,0.7188,12.0
35417,54.0,32.6667,0.3,2.6667,2.9667,2.7333,0.8,0.2667,10.5
35424,,32.0625,0.9688,3.5312,4.5,1.0625,1.1562,0.1562,10.5
35428,,30.5758,1.8485,7.9697,9.8182,1.1515,1.3333,1.0909,20.0909
35433,,32.0667,0.8667,4.4,5.2667,1.6333,0.9333,0.2667,18.8
35440,,34.6207,0.5517,2.4138,2.9655,3.0,0.8276,0.0345,18.8621
35473,41.0,30.0857,1.3143,2.8857,4.2,1.8857,0.8,0.2,13.1143
35490,,33.3333,1.2667,4.2,5.4667,4.4,1.7667,0.1333,13.3
35496,,33.7826,0.4783,3.6087,4.087,2.6522,0.5217,0.087,11.2609
35508,,30.3333,0.9,1.4,2.3,2.7333,1.2,0.0,11.0667
35514,,33.2333,0.8667,2.7,3.5667,1.7667,0.7333,0.2,12.0333
35539,,30.2333,1.7667,4.8333,6.6,1.2333,0.4667,1.1,10.3667
35541,,32.2581,1.3226,4.4839,5.8065,1.4194,1.2581,0.7419,16.1935
35544,,36.4828,1.0,3.4138,4.4138,1.9655,0.7241,0.3448,17.4828
35561,,32.8621,4.5517,5.8966,10.4483,0.5862,0.8276,1.2759,14.2069
35567,,38.0667,0.6,2.5667,3.1667,4.1333,1.4,0.1,16.2667
35581,,32.3125,0.8438,4.125,4.9688,5.0625,1.2188,0.25,11.8125
35589,23.0,31.6562,0.5938,2.4062,3.0,3.9688,1.4062,0.25,10.3438
35597,,31.8438,0.4688,3.1875,3.6562,1.9062,0.4375,0.0938,13.7188
35627,,33.3939,0.8788,2.2121,3.0909,0.697,0.4545,0.0606,12.9091
35631,,32.25,0.875,4.7917,5.6667,5.625,1.125,0.2917,10.9167
35660,,35.9032,0.6129,3.0323,3.6452,8.0968,0.9032,0.0323,13.0645
35661,,32.0667,0.6667,3.4667,4.1333,4.2667,1.2333,0.2667,9.2667
35683,,33.5625,0.2188,2.25,2.4688,1.4062,0.625,0.125,11.5
35702,,35.0,0.5161,2.5484,3.0645,3.0,0.5806,0.0,12.7419
35711,,33.3429,0.2571,3.2286,3.4857,3.5429,1.1143,0.0857,11.1143
35728,,31.6207,0.5517,2.6897,3.2414,3.2414,1.5862,0.1379,18.069
35729,,37.1765,0.2941,4.2353,4.5294,5.3235,1.2941,0.4412,10.7647
35782,2.0,34.6111,1.8611,4.9167,6.7778,1.9722,1.1111,1.3611,17.3333
35825,29.0,33.5,1.4118,4.5588,5.9706,4.4706,1.8235,0.2941,16.1176
35828,,31.5667,1.5333,4.3,5.8333,1.2333,0.3333,0.3667,16.4333
35850,,30.9091,1.3636,4.6364,6.0,1.8485,1.8788,0.6667,12.3939
35868,24.0,30.3243,1.7838,4.5135,6.2973,1.1081,1.1351,1.8378,10.1351
35870,22.0,34.3784,0.5135,3.7568,4.2703,2.0811,1.1622,0.2703,13.4054
35879,,30.3448,0.6207,3.1379,3.7586,1.6207,0.5862,0.2414,9.8966
35894,,30.1935,0.6129,3.4516,4.0645,1.2581,0.6129,0.1935,8.5806
35895,,32.2581,0.2258,3.7742,4.0,2.9032,0.6774,0.2903,9.871
35921,,33.16,0.56,4.96,5.52,6.24,2.16,0.16,11.44
35948,,30.625,0.375,2.0625,2.4375,1.5938,0.625,0.0312,12.9375
35959,,30.375,1.0312,4.0625,5.0938,2.6562,1.25,0.4062,12.5938
35984,,30.8108,4.0541,4.4054,8.4595,1.3514,0.7568,0.6486,8.8108
36019,,32.0938,1.5312,3.875,5.4062,3.5938,1.4375,0.3125,15.2812
36036,,30.1379,0.5862,3.5172,4.1034,4.2069,1.6897,0.2069,10.7241
36051,34.0,33.6757,0.6486,3.5676,4.2162,4.5405,1.3243,0.0811,12.8378
36081,,34.35,0.5,2.5,3.0,3.0,1.05,0.05,14.95
36100,,34.7188,0.5312,1.7188,2.25,3.5625,0.7812,0.0625,14.6562
36118,,31.5357,1.1429,3.5714,4.7143,2.3571,1.1071,0.0714,10.2857
36124,,31.7333,0.5,2.5333,3.0333,4.4333,1.7333,0.2333,13.7667
36129,,30.7333,0.2,2.3667,2.5667,3.6667,0.5667,0.1,11.5333
36136,,31.6,0.4,1.88,2.28,1.52,1.08,0.04,11.04
36151,7.0,35.1944,1.4722,3.6944,5.1667,2.1944,0.9722,0.3056,20.0
36155,,30.2812,0.4062,3.3125,3.7188,1.2812,0.5312,0.3125,12.0312
36158,,30.7879,0.7879,2.6667,3.4545,0.9394,0.6667,0.1515,12.5758
36159,1.0,34.8788,3.1212,8.6364,11.7576,4.7879,1.9697,0.8182,19.1515
36166,,35.1818,0.3333,2.4242,2.7576,2.4545,0.3939,0.1212,15.1515
36176,44.0,30.9688,1.9375,4.8438,6.7812,1.25,0.6875,0.1875,13.9062
36193,,30.4286,2.3929,5.25,7.6429,1.3571,0.6071,0.9286,13.8214
36213,,30.2857,2.1071,4.8929,7.0,0.8929,0.5357,0.8214,11.7143
36254,,33.3667,0.7667,3.1667,3.9333,2.7667,2.0333,0.1333,21.1
36279,,34.64,0.76,2.64,3.4,5.8,0.76,0.12,15.24
36300,,32.0,0.9643,4.0,4.9643,1.6786,0.8214,0.3571,14.5
36324,,34.0,4.8889,6.1852,11.0741,0.5926,0.7037,2.2593,13.2963
36345,,35.2759,1.1724,2.6207,3.7931,1.6207,0.5517,0.2069,11.6552
36347,,33.1429,0.3929,2.8929,3.2857,2.25,0.75,0.1429,14.3929
36354,,32.931,2.4828,4.7586,7.2414,1.8966,1.1034,0.6552,11.8276
36372,,31.5172,1.2414,5.4828,6.7241,3.0,1.5517,0.4483,17.9655
36379,,30.9667,0.6667,3.6667,4.3333,1.8667,1.1,0.3,11.2333
36380,,31.0357,1.9286,4.3571,6.2857,2.6429,1.2143,0.9286,12.1071
36381,,33.1034,1.3448,3.1379,4.4828,2.2759,0.9655,0.1724,14.6552
36385,,36.1034,0.8621,3.0345,3.8966,5.4138,2.3448,0.1034,20.3103
36391,,33.2,0.7333,2.9333,3.6667,4.5667,0.8667,0.0,13.6
36398,,33.3,0.5333,2.4667,3.0,3.4667,1.5333,0.1333,10.0
36406,,30.9615,0.3846,2.8462,3.2308,1.9231,1.3846,0.3846,19.1538
36440,,31.625,0.5,2.375,2.875,1.875,0.625,0.25,12.0
36447,,33.5185,0.4815,2.7778,3.2593,4.2593,1.7778,0.1852,15.9259
36470,,32.1364,0.9091,4.0,4.9091,4.1818,1.3182,0.3182,10.3182
36478,,37.1429,1.3571,5.6429,7.0,1.8571,1.1429,0.3214,20.4286
36484,,30.6897,0.3793,2.7241,3.1034,2.5172,1.3448,0.2759,9.5517
36516,,32.3103,0.6207,3.2759,3.8966,4.3448,1.1379,0.4828,12.8621
36522,,30.1333,0.6333,2.4667,3.1,1.4,0.7667,0.2667,12.4667
36534,,32.1765,1.4412,3.8824,5.3235,3.1471,1.0294,0.1471,9.5882
36555,,32.1818,3.1515,6.1515,9.303,2.5455,1.1818,1.6667,15.7879
36592,,30.44,1.56,2.36,3.92,1.8,1.2,0.08,9.16
36595,,31.0741,0.5185,2.7037,3.2222,3.0741,0.7407,0.0741,13.7407
36626,,31.6571,0.5143,3.0286,3.5429,2.4286,1.4,0.1143,16.1429
36648,,35.0667,0.3667,4.2333,4.6,1.2333,0.4667,0.2333,13.2333
36672,18.0,33.5455,2.1515,7.5758,9.7273,1.7879,0.8485,1.4848,17.0
36679,,32.125,1.3438,4.5,5.8438,1.8438,1.25,1.1875,15.625
36712,,34.7143,0.9714,2.8286,3.8,5.5714,1.0857,0.0286,17.3429
36725,,32.2424,0.6364,2.2121,2.8485,4.6667,1.2121,0.2424,11.697
36734,,33.5185,0.3333,3.2593,3.5926,1.8148,1.4074,0.2963,18.3704
36751,,30.0556,2.75,6.6389,9.3889,0.8056,0.6389,2.6111,13.2222
36753,,30.5,0.3333,1.9444,2.2778,1.9167,0.4167,0.0278,15.0
36754,,31.5,0.1786,2.5357,2.7143,2.2857,0.8571,0.1071,11.75
36759,,32.7742,0.4516,1.871,2.3226,3.3548,1.3871,0.0323,12.8065
36762,,32.3529,0.5882,2.7353,3.3235,3.1471,0.9118,0.0588,15.0588
36768,,34.1739,0.6522,2.3913,3.0435,2.5652,1.087,0.0,14.0
36777,,31.3939,2.9697,5.5455,8.5152,2.1818,1.4848,0.8182,13.303
36804,13.0,33.4348,0.3913,3.6522,4.0435,3.0435,1.3913,0.3043,11.6957
36806,,31.25,0.6429,1.6786,2.3214,3.7143,1.2857,0.0714,6.1071
36808,,34.2812,0.3125,2.25,2.5625,3.5625,0.7188,0.0,11.9062
36813,,30.9333,0.4,2.7667,3.1667,2.2333,0.7333,0.1667,8.5333
36823,,31.3667,0.6333,3.1,3.7333,1.4667,1.1333,0.0333,12.5
36863,,33.7,0.2667,2.9667,3.2333,1.8667,0.6667,0.1,14.0
36880,,35.7273,1.8485,4.7576,6.6061,1.4848,0.5758,0.5152,11.4242
36886,,32.5,0.3929,2.2143,2.6071,1.3214,0.4643,0.0,14.0
36893,,32.8077,2.3846,7.1154,9.5,1.1923,0.8077,0.2692,17.4231
36899,,31.2424,0.9394,3.5758,4.5152,1.697,1.2727,0.4848,13.7879
36900,,32.6061,1.2121,3.2727,4.4848,3.5758,1.0606,0.3636,12.7879
36903,,33.0,3.0968,5.871,8.9677,1.2581,1.2581,1.2581,16.5806
36948,,33.3333,1.2667,3.6333,4.9,6.3333,4.0,0.4333,12.7333
36968,,31.6129,0.129,1.9032,2.0323,1.2258,0.7742,0.0645,9.6774
36982,,31.6667,0.3667,3.9333,4.3,1.1667,0.7,0.2333,8.3667
36983,,31.4828,1.5862,3.5862,5.1724,2.8966,0.6897,0.0345,15.931
36997,,33.3438,1.1875,2.3125,3.5,1.375,0.9062,0.1875,15.8125
37004,,36.2667,0.5333,2.5,3.0333,4.2,0.4,0.0667,17.7333
37016,,31.8276,2.5862,6.7931,9.3793,0.4828,0.5517,0.7931,15.931
37042,,30.2414,0.7586,2.2759,3.0345,4.1724,1.5862,0.2759,13.7586
37044,,31.2424,0.6061,2.6061,3.2121,1.4848,0.697,0.0,12.1212
37068,,35.0714,0.3571,4.6071,4.9643,1.7143,1.4643,0.1786,15.5357
37071,,30.4848,0.9394,3.7273,4.6667,1.4242,0.9091,0.5758,11.4848
37082,,31.9375,0.125,3.5625,3.6875,4.75,1.0,0.1875,16.875
37083,,30.7931,1.0,3.6897,4.6897,3.2759,0.7241,0.0345,12.931
37086,,32.6207,0.4828,2.069,2.5517,1.931,0.6552,0.0,14.4828
37089,,30.1935,0.3548,2.4194,2.7742,3.6774,0.8065,0.0,12.2581
37100,,31.9688,0.4062,2.5312,2.9375,3.8125,0.7188,0.1562,13.3125
37122,,31.6667,0.4242,3.2727,3.697,3.3636,0.8182,0.1515,13.0909
37130,,30.8276,0.6897,2.2759,2.9655,2.5862,0.9655,0.0,12.3793
37134,,32.1034,1.7931,6.1724,7.9655,1.6552,1.4483,0.8621,18.0
37152,,33.8333,0.5333,2.2333,2.7667,3.5333,1.1,0.0,14.9
37159,,32.1111,1.037,4.2222,5.2593,2.5185,1.5556,0.4074,11.4444
37176,,30.1667,0.4167,1.4583,1.875,3.9583,0.7083,0.0417,8.0833
37183,,31.5758,0.9091,3.0303,3.9394,2.4545,1.0303,0.3333,15.0606
37187,,30.25,1.4375,3.5625,5.0,2.8125,1.3438,0.5312,11.8125
37197,,32.5517,1.3103,4.4828,5.7931,1.8276,0.7241,0.6207,14.0
37209,,32.0323,1.7742,4.0645,5.8387,4.3871,1.0323,0.4839,10.0968
37213,,30.1562,3.5312,5.3438,8.875,1.1875,0.7188,0.25,13.2812
37215,,34.75,0.7188,2.5938,3.3125,2.5625,0.875,0.0312,13.8125
37216,,35.5938,1.1562,3.3125,4.4688,3.4688,0.9688,0.625,12.5938
37220,,33.8387,0.9677,2.7097,3.6774,3.129,0.7097,0.3226,21.1613
37226,,30.875,0.6875,2.4062,3.0938,1.5938,0.6875,0.5625,13.75
37233,,31.1212,0.697,1.8788,2.5758,1.4848,1.1212,0.0606,13.303
37236,,32.1481,1.5556,3.4074,4.963,5.1481,2.8148,0.4815,14.2963
37237,,32.6,0.8571,6.9143,7.7714,5.6286,0.9429,0.2286,18.5143
37238,,30.4286,0.3714,1.6,1.9714,2.3429,0.5429,0.0571,11.2857
37247,,32.5882,2.5588,7.1471,9.7059,1.5882,1.1765,0.4706,12.2941
37251,,35.5,0.6176,2.8529,3.4706,5.2353,1.1765,0.0294,14.3235
37258,,30.9091,1.4848,5.0303,6.5152,1.9091,1.3333,1.0909,14.7879
37260,,34.5862,0.2759,3.1724,3.4483,2.1034,1.2759,0.0345,19.8621
37266,,30.9,0.4667,1.8,2.2667,1.0667,0.5333,0.1,10.1333
37267,,32.2,0.3333,3.2,3.5333,1.2333,0.9333,0.1333,17.5
37270,,33.7931,0.8621,3.2414,4.1034,2.0,1.2414,0.1724,13.2069
37280,,36.5278,0.4444,3.8333,4.2778,1.9167,0.6944,0.0278,15.0556
37286,,33.2188,0.3438,2.0,2.3438,5.1875,0.625,0.0,13.0312
37291,,31.2581,1.2903,3.6452,4.9355,0.9677,0.9677,0.4516,14.0
37292,,33.1667,0.3667,2.3333,2.7,1.8333,0.3667,0.1333,11.3333
37297,,33.4412,2.2059,3.9706,6.1765,1.8529,1.0,0.0588,8.2941
37298,,31.4571,1.5143,4.6857,6.2,1.2,0.5429,2.0286,13.2286
37301,,30.3333,0.9333,2.7333,3.6667,1.7333,0.9333,0.1333,13.8
37302,,31.2,0.3714,1.5714,1.9429,1.1714,0.7143,0.2857,10.8857
37304,37.0,34.1429,2.2857,4.5714,6.8571,1.5143,0.4286,0.4,19.0
37305,,36.0,0.4516,3.0968,3.5484,6.4516,0.9355,0.0645,15.9355
37306,,34.8158,0.4474,4.3421,4.7895,4.9737,1.1316,0.0263,15.5
37309,,35.3947,0.6053,3.9211,4.5263,2.9737,0.8947,0.0526,13.0263
37315,,32.7812,1.1562,3.3125,4.4688,1.75,1.8438,0.4062,14.125
37317,,30.28,1.04,2.32,3.36,1.96,1.52,0.4,14.72
37318,,31.6765,1.8529,5.2059,7.0588,0.9412,0.5588,0.4412,9.6471
37319,,32.7,1.1,3.8333,4.9333,2.7333,0.8,0.2333,9.6667
37323,,32.5862,1.3448,4.9655,6.3103,0.9655,1.1379,0.4828,17.5517
37331,,32.2778,0.6389,3.9444,4.5833,4.3889,1.1667,0.3056,10.4722
37341,,32.625,0.5938,4.4375,5.0312,4.4375,1.7188,0.6875,15.2812
37349,,34.6129,1.0645,4.0323,5.0968,4.0,1.3548,0.129,17.0323
37350,,30.0556,0.3889,2.4722,2.8611,3.1389,0.8056,0.0278,14.1111
37352,,30.4375,2.5,4.2812,6.7812,1.5,0.4688,0.8438,15.5938
37354,,34.5161,1.6774,5.8065,7.4839,1.2258,0.8065,1.1935,17.3548
37356,,32.7059,1.5294,3.0294,4.5588,3.1471,0.7059,0.2647,11.4118
37357,,31.3438,1.4688,3.5938,5.0625,2.5,0.7188,0.0938,14.8438
37362,,35.7273,0.5152,2.8182,3.3333,4.3636,1.2727,0.2121,14.9697
37364,,30.1765,1.8235,4.0882,5.9118,2.4118,1.0588,0.1176,13.9706
37366,,33.2333,0.4,2.0333,2.4333,3.9667,0.7333,0.0333,13.3667
37367,,30.4242,0.2727,1.4242,1.697,2.8788,0.7576,0.1212,7.9697
37368,,30.25,0.3438,2.8438,3.1875,0.625,1.1562,0.0938,7.1562
37369,,37.25,0.7812,3.5938,4.375,3.1562,1.2188,0.0312,21.2188
37372,,30.8065,0.4194,2.0,2.4194,3.4194,1.0323,0.0,10.8387
37376,33.0,31.3714,1.0286,5.2857,6.3143,3.4571,1.0,0.3429,13.0286
37378,,30.9429,0.2571,2.6286,2.8857,2.4,0.6,0.0571,18.2286
37379,,35.125,0.4375,3.5312,3.9688,2.5938,0.6875,0.0,22.3438
37384,,30.6667,0.5,2.2667,2.7667,3.5333,0.6,0.1333,9.8333
37390,,30.1429,1.2857,3.2143,4.5,1.5714,1.0714,0.5714,16.8571
37392,,30.6667,2.5455,6.2727,8.8182,1.2121,1.0303,0.8788,13.9697
37407,,32.0,2.3636,6.0909,8.4545,2.697,0.9091,0.2424,11.7879
37409,,30.2973,2.6216,3.3784,6.0,2.9189,1.2973,0.4865,9.6216
37417,,30.6765,2.3235,5.6176,7.9412,1.2353,0.7059,1.5,10.1176
37419,,33.0357,0.75,2.1786,2.9286,4.6071,1.5714,0.0714,15.1071
37420,,30.5,0.6667,2.1667,2.8333,4.0,2.3333,0.1667,16.5
37424,,30.2353,1.1471,4.9706,6.1176,1.6471,0.5588,0.2059,17.4118
37426,,38.3125,0.5,5.3438,5.8438,2.5625,1.5625,0.3125,18.5312
37433,,33.4412,0.2353,2.8824,3.1176,0.9412,0.6176,0.4118,11.1765
37440,54.0,35.1379,2.5517,7.5517,10.1034,2.2069,0.7931,0.3793,22.9655
37442,,30.7273,0.3939,2.2121,2.6061,4.3636,1.1818,0.1818,5.3333
37451,,30.2333,1.4667,3.6667,5.1333,1.7333,1.5667,0.2667,13.5667
37453,,32.7568,0.8378,1.7027,2.5405,2.3514,1.0,0.1892,10.1892
37455,48.0,32.9062,2.4062,4.5,6.9062,2.6875,2.0625,0.9375,20.7188
37456,,30.6667,0.3846,2.9231,3.3077,3.7949,1.359,0.1282,14.3333
37461,,34.5667,1.4333,4.5667,6.0,3.3333,1.4333,0.3667,17.2667
37464,,33.871,1.871,5.0645,6.9355,1.6774,0.7419,0.3548,15.5806
37469,,30.0571,0.9714,2.6571,3.6286,1.6571,0.5714,0.3429,13.7429
37472,,38.1667,0.8,3.9333,4.7333,5.2667,1.0333,0.1333,21.4
37476,,32.3214,0.5,3.25,3.75,4.0357,1.0357,0.1786,9.3929
37477,,33.0556,0.6111,2.7222,3.3333,2.6389,0.7778,0.1111,16.1389
37483,,33.9375,1.0312,3.6562,4.6875,1.875,0.5625,0.5312,12.25
37484,,34.7857,0.3571,3.25,3.6071,3.1786,0.75,0.0714,19.8929
37485,,35.1304,0.6522,8.2174,8.8696,2.3478,1.1739,0.1739,15.5217
37497,,31.5333,0.6333,3.1,3.7333,3.0333,0.8,0.1333,12.8667
37498,,34.5938,1.3125,5.2812,6.5938,2.5938,1.6875,0.0312,18.875
37501,,30.5278,0.1944,2.5278,2.7222,3.8056,1.5278,0.1667,11.25
37504,,32.8649,1.0,1.8108,2.8108,1.9459,1.7027,0.1622,7.0
37507,,30.7188,0.9375,4.5625,5.5,2.625,1.0625,0.0938,19.875
37510,,35.2941,0.1765,3.6765,3.8529,2.8235,1.1176,0.0294,21.1471
37513,,34.125,0.6875,2.3438,3.0312,3.1875,0.7812,0.125,19.625
37516,,34.9412,1.7059,9.1471,10.8529,3.5,0.9412,0.7647,16.9412
37524,,31.9,2.9333,6.2333,9.1667,0.7667,0.8333,0.9333,14.4333
37526,,30.9032,0.871,2.0968,2.9677,1.0645,0.8387,0.3548,11.129
37527,,32.2727,1.0909,4.0606,5.1515,1.3333,0.8788,0.6667,11.4242
37537,,31.25,0.3438,2.7188,3.0625,4.5,1.5938,0.0938,13.75
37539,,31.4167,0.1667,1.9722,2.1389,2.0278,0.6389,0.3333,14.5
37540,,32.4324,2.2162,4.4054,6.6216,2.7027,0.7568,0.3784,13.973
37562,,35.375,0.25,2.5938,2.8438,2.4375,0.6562,0.0,13.5625
37563,,30.0606,0.2121,1.6364,1.8485,3.7879,0.8485,0.0606,12.1818
37571,,31.6562,1.9375,8.4688,10.4062,1.125,0.9062,1.2812,20.4062
37572,,30.6944,1.0278,4.5833,5.6111,1.7778,1.1944,0.9444,15.9722
37577,,30.2,1.3333,3.9,5.2333,3.2,0.9667,0.3667,10.6667
37580,,33.1765,0.5882,3.2059,3.7941,4.7647,1.4412,0.0882,19.6765
37583,,36.1935,0.7097,3.3226,4.0323,4.0968,1.3226,0.0,22.0968
37585,,33.0278,0.3056,2.1667,2.4722,2.5556,0.5278,0.1389,15.5
37587,,33.1333,0.8,4.5667,5.3667,4.1667,1.5333,0.3,10.5667
37589,59.0,34.3333,1.7879,4.4848,6.2727,1.5455,0.8182,0.9091,17.697
37590,,35.4688,0.3438,2.3125,2.6562,2.2812,1.125,0.25,17.9062
37598,,32.3636,0.8485,3.4545,4.303,2.5758,1.6667,0.0909,15.2727
37599,,32.1471,0.3235,2.6765,3.0,3.7647,0.7353,0.0588,12.6765
37602,,36.1875,1.3125,5.0938,6.4062,4.2812,0.9062,0.625,15.8125
37607,,30.4375,1.9375,3.8438,5.7812,1.5938,1.5312,0.625,8.6875
37610,,32.9333,0.9667,5.0667,6.0333,2.6,1.7667,0.6,6.5667
37616,,34.1905,0.4286,1.7619,2.1905,3.4286,1.8571,0.1429,20.619
37620,,34.0303,1.0909,5.4242,6.5152,1.0606,0.5455,0.4545,10.8182
37627,,32.8214,0.3571,1.8571,2.2143,2.7857,1.3571,0.1071,8.0
37632,,36.0968,0.7742,3.0,3.7742,1.5484,1.0,0.7742,14.4839
37640,,33.7353,1.4118,2.6176,4.0294,1.4412,0.8824,0.3529,17.7647
37642,,32.7353,0.5588,4.5,5.0588,3.7941,1.0882,0.1765,13.3529
37646,,34.7931,0.4828,5.3448,5.8276,2.7241,1.7586,1.1379,14.8276
37655,,32.1562,3.2812,7.5312,10.8125,1.3438,0.75,0.6875,12.9062
37656,56.0,31.963,0.963,3.7407,4.7037,1.037,0.6667,0.2222,14.3333
37657,,33.6765,2.2941,6.6765,8.9706,2.7059,1.5588,2.0294,22.5
37660,,30.5882,0.9706,2.9412,3.9118,1.8824,0.4412,0.0882,16.2353
37662,,30.1471,2.4118,5.6176,8.0294,1.5882,1.1471,0.7353,15.8824
37663,,37.0606,0.2727,2.4242,2.697,2.8182,0.9697,0.1212,18.0909
37665,,33.8286,0.4571,3.0571,3.5143,3.1714,1.0,0.0286,17.7429
37672,,33.2571,1.0,4.1429,5.1429,2.9143,1.2,0.3714,17.2286
37675,,32.9091,0.8485,4.2727,5.1212,2.2121,1.4242,0.9091,16.6364
37677,,32.0625,0.625,2.4062,3.0312,2.1875,0.5625,0.2812,7.1562
37680,,32.3571,0.7857,2.5,3.2857,3.6071,2.1786,0.1071,9.1786
37685,,37.1667,1.0556,3.5556,4.6111,5.6111,2.0,0.0,19.5
37689,,30.1562,0.8125,3.875,4.6875,3.5,0.7812,0.5938,19.0
37691,32.0,35.303,0.8485,3.9394,4.7879,2.4242,1.303,0.4848,14.8788
37696,,30.5625,3.6875,4.375,8.0625,1.1562,0.5312,0.25,7.0312
37698,,31.2121,0.4848,3.1515,3.6364,2.1212,0.7576,0.2727,10.2424
37705,,33.75,1.0625,2.4375,3.5,1.9062,1.125,0.4688,17.6562
37706,,31.4375,0.7188,2.7188,3.4375,1.6562,1.375,0.3438,13.3438
37707,,30.3077,0.8974,2.2821,3.1795,1.2564,0.9744,0.0513,13.0256
37710,,32.0,0.8,4.3333,5.1333,2.2,1.0333,0.2333,12.9333
37711,,31.7,1.7,4.7667,6.4667,2.4333,1.5667,0.0667,19.6333
37712,,32.6452,1.3871,5.6452,7.0323,2.3871,0.871,0.3226,8.2903
37719,,35.1613,1.3871,5.3871,6.7742,1.4516,0.8387,0.4516,17.0323
37720,,36.8182,0.4848,3.9091,4.3939,3.0606,1.0303,0.0909,20.8182
37723,,31.1667,0.4667,2.0,2.4667,2.4333,1.2333,0.0667,6.6667
37724,,35.7576,1.3939,3.4848,4.8788,1.8485,1.1212,0.2727,15.5455
37736,,32.0882,2.6765,3.0294,5.7059,1.2353,0.6176,1.9118,14.0
37738,,32.6774,2.1935,4.0968,6.2903,2.5806,1.0,0.7742,12.5806
37748,,33.2973,1.3514,6.2973,7.6486,2.1622,1.1892,0.7297,10.3784
37750,,30.9429,0.6286,3.2857,3.9143,1.6571,0.9143,0.1143,12.2857
37759,,35.5,1.0,1.5,2.5,4.0,1.5,0.0,17.0
37761,,33.3333,3.3889,7.9722,11.3611,1.0,1.0,1.0556,15.0833
37765,,31.875,0.3438,1.9688,2.3125,1.4688,0.5312,0.3125,11.8125
37766,,34.3939,0.4242,2.7576,3.1818,4.9091,1.2121,0.0303,10.9394
37767,,33.6774,1.7742,4.1935,5.9677,1.5484,0.8387,0.4516,14.6452
37771,,30.6571,0.8286,2.7143,3.5429,4.2571,1.8,0.1714,13.4571
37780,,37.3636,0.2424,2.7879,3.0303,4.4242,0.4848,0.0,9.6061
37783,,33.2424,1.6061,5.1515,6.7576,2.7273,0.5758,0.7576,19.6364
37784,,34.3125,1.25,3.625,4.875,3.3125,0.4062,0.2812,18.1875
37787,,33.3125,0.6875,2.5,3.1875,2.1875,1.7812,0.0312,5.9688
37788,,34.5,0.9375,4.0312,4.9688,1.9375,1.7812,0.375,13.3438
37789,,31.9062,0.3438,3.1875,3.5312,1.3125,1.5938,0.3438,13.4688
37790,,32.0323,0.3226,1.7419,2.0645,2.7419,1.4839,0.0968,11.4839
37793,,32.3333,0.5152,3.7273,4.2424,4.1515,1.2727,0.1212,16.697
37794,,33.6667,0.2727,2.4848,2.7576,6.8485,0.7273,0.0303,14.0
37807,,36.125,0.75,3.8125,4.5625,3.5938,1.75,0.1562,19.25
37809,,34.1389,0.6389,3.4167,4.0556,0.8611,0.9167,1.0556,14.5
37812,,32.9355,0.9355,2.1935,3.129,3.871,0.8065,0.1613,11.7419
37814,,34.2581,0.8387,3.3226,4.1613,3.6129,0.7097,0.129,12.5806
37815,,35.3871,1.8065,8.3548,10.1613,2.5484,0.6129,0.8065,15.4516
37819,,31.5882,0.8235,3.7059,4.5294,4.0882,1.2059,0.0588,18.5
37821,,30.1379,1.2414,3.1034,4.3448,1.4138,0.8966,0.1379,13.2759
37827,,34.5556,0.6944,3.2222,3.9167,3.3056,1.1667,0.1111,13.1389
37828,,30.875,1.0625,2.5,3.5625,1.75,0.5312,0.5312,9.375
37829,,35.0588,0.7647,2.3824,3.1471,3.9706,1.1471,0.0882,23.8824
37832,,31.5,0.8125,2.5312,3.3438,1.9062,1.4062,0.4062,14.3438
37840,,31.8966,1.931,6.5172,8.4483,2.3448,0.4483,0.2069,20.0345
37841,,36.0303,0.4848,3.9394,4.4242,2.2727,1.1212,0.1212,13.9697
37844,,32.8,0.3714,3.5429,3.9143,1.5429,0.8,0.0571,12.8
37859,,32.5714,0.8286,3.0,3.8286,2.4,1.3429,0.3143,16.7714
37864,,31.8125,2.9062,4.7812,7.6875,1.0625,0.4375,1.7188,11.9688
37865,46.0,32.6571,1.5714,4.9143,6.4857,3.0,1.4286,0.5429,13.4286
37866,,32.3143,2.6,5.1714,7.7714,2.4,0.8857,1.0857,11.4
37872,,34.1935,1.1613,4.5161,5.6774,1.2903,1.129,0.3871,21.3548
37877,,31.5667,1.0333,5.1667,6.2,3.2,0.8333,0.6333,15.5667
37885,,33.3636,0.4242,3.0,3.4242,1.7879,1.2121,0.1818,10.4848
37886,55.0,32.6579,0.5789,5.3947,5.9737,4.7105,1.6842,0.0789,16.8421
37887,,31.1818,1.2424,2.9697,4.2121,1.3636,0.9091,0.9394,10.4848
37891,,30.0312,1.0312,3.375,4.4062,2.9375,1.3125,0.1562,7.5625
37895,,30.8571,0.3143,3.3429,3.6571,5.0286,1.8571,0.1143,13.0
37899,,34.9062,0.9375,4.5625,5.5,2.6875,0.5312,0.4688,16.625
